date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,Month,Year,goal_diff,total_goals,decade,winner,is_world_cup,blowout,match_result
1966-07-25,Germany,Russia,2,1,FIFA World Cup,Liverpool,England,True,July,1966,1,3,1960,Germany,True,False,Germany 2 - 1 Russia
1966-07-26,England,Portugal,2,1,FIFA World Cup,London,England,False,July,1966,1,3,1960,England,True,False,England 2 - 1 Portugal
1966-07-28,Portugal,Russia,2,1,FIFA World Cup,London,England,True,July,1966,1,3,1960,Portugal,True,False,Portugal 2 - 1 Russia
1966-07-30,England,Germany,4,2,FIFA World Cup,London,England,False,July,1966,2,6,1960,England,True,False,England 4 - 2 Germany
1970-06-02,Bulgaria,Peru,2,3,FIFA World Cup,León,Mexico,True,June,1970,-1,5,1970,Peru,True,False,Bulgaria 2 - 3 Peru
1970-06-02,England,Romania,1,0,FIFA World Cup,Guadalajara,Mexico,True,June,1970,1,1,1970,England,True,False,England 1 - 0 Romania
1970-06-02,Israel,Uruguay,0,2,FIFA World Cup,Puebla,Mexico,True,June,1970,-2,2,1970,Uruguay,True,False,Israel 0 - 2 Uruguay
1970-06-03,Belgium,El Salvador,3,0,FIFA World Cup,Mexico City,Mexico,True,June,1970,3,3,1970,Belgium,True,False,Belgium 3 - 0 El Salvador
1970-06-03,Brazil,Czechoslovakia,4,1,FIFA World Cup,Guadalajara,Mexico,True,June,1970,3,5,1970,Brazil,True,False,Brazil 4 - 1 Czechoslovakia
1970-06-03,Germany,Morocco,2,1,FIFA World Cup,León,Mexico,True,June,1970,1,3,1970,Germany,True,False,Germany 2 - 1 Morocco
1970-06-03,Italy,Sweden,1,0,FIFA World Cup,Toluca,Mexico,True,June,1970,1,1,1970,Italy,True,False,Italy 1 - 0 Sweden
1970-06-06,Belgium,Russia,1,4,FIFA World Cup,Mexico City,Mexico,True,June,1970,-3,5,1970,Russia,True,False,Belgium 1 - 4 Russia
1970-06-06,Czechoslovakia,Romania,1,2,FIFA World Cup,Guadalajara,Mexico,True,June,1970,-1,3,1970,Romania,True,False,Czechoslovakia 1 - 2 Romania
1970-06-06,Italy,Uruguay,0,0,FIFA World Cup,Puebla,Mexico,True,June,1970,0,0,1970,Draw,True,False,Italy 0 - 0 Uruguay
1970-06-06,Morocco,Peru,0,3,FIFA World Cup,León,Mexico,True,June,1970,-3,3,1970,Peru,True,False,Morocco 0 - 3 Peru
1970-06-07,Brazil,England,1,0,FIFA World Cup,Guadalajara,Mexico,True,June,1970,1,1,1970,Brazil,True,False,Brazil 1 - 0 England
1970-06-07,Bulgaria,Germany,2,5,FIFA World Cup,León,Mexico,True,June,1970,-3,7,1970,Germany,True,False,Bulgaria 2 - 5 Germany
1970-06-07,Israel,Sweden,1,1,FIFA World Cup,Toluca,Mexico,True,June,1970,0,2,1970,Draw,True,False,Israel 1 - 1 Sweden
1970-06-07,Mexico,El Salvador,4,0,FIFA World Cup,Mexico City,Mexico,False,June,1970,4,4,1970,Mexico,True,True,Mexico 4 - 0 El Salvador
1970-06-10,Brazil,Romania,3,2,FIFA World Cup,Guadalajara,Mexico,True,June,1970,1,5,1970,Brazil,True,False,Brazil 3 - 2 Romania
1970-06-10,El Salvador,Russia,0,2,FIFA World Cup,Mexico City,Mexico,True,June,1970,-2,2,1970,Russia,True,False,El Salvador 0 - 2 Russia
1970-06-10,Germany,Peru,3,1,FIFA World Cup,León,Mexico,True,June,1970,2,4,1970,Germany,True,False,Germany 3 - 1 Peru
1970-06-10,Sweden,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,True,June,1970,1,1,1970,Sweden,True,False,Sweden 1 - 0 Uruguay
1970-06-11,Bulgaria,Morocco,1,1,FIFA World Cup,León,Mexico,True,June,1970,0,2,1970,Draw,True,False,Bulgaria 1 - 1 Morocco
1970-06-11,Czechoslovakia,England,0,1,FIFA World Cup,Guadalajara,Mexico,True,June,1970,-1,1,1970,England,True,False,Czechoslovakia 0 - 1 England
1970-06-11,Israel,Italy,0,0,FIFA World Cup,Toluca,Mexico,True,June,1970,0,0,1970,Draw,True,False,Israel 0 - 0 Italy
1970-06-11,Mexico,Belgium,1,0,FIFA World Cup,Mexico City,Mexico,False,June,1970,1,1,1970,Mexico,True,False,Mexico 1 - 0 Belgium
1970-06-14,Brazil,Peru,4,2,FIFA World Cup,Guadalajara,Mexico,True,June,1970,2,6,1970,Brazil,True,False,Brazil 4 - 2 Peru
1970-06-14,England,Germany,2,3,FIFA World Cup,León,Mexico,True,June,1970,-1,5,1970,Germany,True,False,England 2 - 3 Germany
1970-06-14,Mexico,Italy,1,4,FIFA World Cup,Toluca,Mexico,False,June,1970,-3,5,1970,Italy,True,False,Mexico 1 - 4 Italy
1970-06-14,Russia,Uruguay,0,1,FIFA World Cup,Mexico City,Mexico,True,June,1970,-1,1,1970,Uruguay,True,False,Russia 0 - 1 Uruguay
1970-06-17,Brazil,Uruguay,3,1,FIFA World Cup,Guadalajara,Mexico,True,June,1970,2,4,1970,Brazil,True,False,Brazil 3 - 1 Uruguay
1970-06-17,Germany,Italy,3,4,FIFA World Cup,Mexico City,Mexico,True,June,1970,-1,7,1970,Italy,True,False,Germany 3 - 4 Italy
1970-06-20,Germany,Uruguay,1,0,FIFA World Cup,Mexico City,Mexico,True,June,1970,1,1,1970,Germany,True,False,Germany 1 - 0 Uruguay
1970-06-21,Brazil,Italy,4,1,FIFA World Cup,Mexico City,Mexico,True,June,1970,3,5,1970,Brazil,True,False,Brazil 4 - 1 Italy
1974-06-13,Brazil,Yugoslavia,0,0,FIFA World Cup,Frankfurt am Main,Germany,True,June,1974,0,0,1970,Draw,True,False,Brazil 0 - 0 Yugoslavia
1974-06-14,DR Congo,Scotland,0,2,FIFA World Cup,Dortmund,Germany,True,June,1974,-2,2,1970,Scotland,True,False,DR Congo 0 - 2 Scotland
1974-06-14,German DR,Australia,2,0,FIFA World Cup,Hamburg,Germany,True,June,1974,2,2,1970,German DR,True,False,German DR 2 - 0 Australia
1974-06-14,Germany,Chile,1,0,FIFA World Cup,Berlin,Germany,False,June,1974,1,1,1970,Germany,True,False,Germany 1 - 0 Chile
1974-06-15,Italy,Haiti,3,1,FIFA World Cup,Munich,Germany,True,June,1974,2,4,1970,Italy,True,False,Italy 3 - 1 Haiti
1974-06-15,Poland,Argentina,3,2,FIFA World Cup,Stuttgart,Germany,True,June,1974,1,5,1970,Poland,True,False,Poland 3 - 2 Argentina
1974-06-15,Sweden,Bulgaria,0,0,FIFA World Cup,Düsseldorf,Germany,True,June,1974,0,0,1970,Draw,True,False,Sweden 0 - 0 Bulgaria
1974-06-15,Uruguay,Netherlands,0,2,FIFA World Cup,Hanover,Germany,True,June,1974,-2,2,1970,Netherlands,True,False,Uruguay 0 - 2 Netherlands
1974-06-18,Chile,German DR,1,1,FIFA World Cup,Berlin,Germany,True,June,1974,0,2,1970,Draw,True,False,Chile 1 - 1 German DR
1974-06-18,Germany,Australia,3,0,FIFA World Cup,Hamburg,Germany,False,June,1974,3,3,1970,Germany,True,False,Germany 3 - 0 Australia
1974-06-18,Scotland,Brazil,0,0,FIFA World Cup,Frankfurt am Main,Germany,True,June,1974,0,0,1970,Draw,True,False,Scotland 0 - 0 Brazil
1974-06-18,Yugoslavia,DR Congo,9,0,FIFA World Cup,Gelsenkirchen,Germany,True,June,1974,9,9,1970,Yugoslavia,True,True,Yugoslavia 9 - 0 DR Congo
1974-06-19,Argentina,Italy,1,1,FIFA World Cup,Stuttgart,Germany,True,June,1974,0,2,1970,Draw,True,False,Argentina 1 - 1 Italy
1974-06-19,Bulgaria,Uruguay,1,1,FIFA World Cup,Hanover,Germany,True,June,1974,0,2,1970,Draw,True,False,Bulgaria 1 - 1 Uruguay
1974-06-19,Haiti,Poland,0,7,FIFA World Cup,Munich,Germany,True,June,1974,-7,7,1970,Poland,True,True,Haiti 0 - 7 Poland
1974-06-19,Netherlands,Sweden,0,0,FIFA World Cup,Dortmund,Germany,True,June,1974,0,0,1970,Draw,True,False,Netherlands 0 - 0 Sweden
1974-06-22,Australia,Chile,0,0,FIFA World Cup,Berlin,Germany,True,June,1974,0,0,1970,Draw,True,False,Australia 0 - 0 Chile
1974-06-22,DR Congo,Brazil,0,3,FIFA World Cup,Gelsenkirchen,Germany,True,June,1974,-3,3,1970,Brazil,True,False,DR Congo 0 - 3 Brazil
1974-06-22,Germany,German DR,0,1,FIFA World Cup,Hamburg,Germany,False,June,1974,-1,1,1970,German DR,True,False,Germany 0 - 1 German DR
1974-06-22,Scotland,Yugoslavia,1,1,FIFA World Cup,Frankfurt am Main,Germany,True,June,1974,0,2,1970,Draw,True,False,Scotland 1 - 1 Yugoslavia
1974-06-23,Argentina,Haiti,4,1,FIFA World Cup,Munich,Germany,True,June,1974,3,5,1970,Argentina,True,False,Argentina 4 - 1 Haiti
1974-06-23,Bulgaria,Netherlands,1,4,FIFA World Cup,Dortmund,Germany,True,June,1974,-3,5,1970,Netherlands,True,False,Bulgaria 1 - 4 Netherlands
1974-06-23,Poland,Italy,2,1,FIFA World Cup,Stuttgart,Germany,True,June,1974,1,3,1970,Poland,True,False,Poland 2 - 1 Italy
1974-06-23,Sweden,Uruguay,3,0,FIFA World Cup,Düsseldorf,Germany,True,June,1974,3,3,1970,Sweden,True,False,Sweden 3 - 0 Uruguay
1974-06-26,Brazil,German DR,1,0,FIFA World Cup,Hanover,Germany,True,June,1974,1,1,1970,Brazil,True,False,Brazil 1 - 0 German DR
1974-06-26,Germany,Yugoslavia,2,0,FIFA World Cup,Düsseldorf,Germany,False,June,1974,2,2,1970,Germany,True,False,Germany 2 - 0 Yugoslavia
1974-06-26,Netherlands,Argentina,4,0,FIFA World Cup,Gelsenkirchen,Germany,True,June,1974,4,4,1970,Netherlands,True,True,Netherlands 4 - 0 Argentina
1974-06-26,Sweden,Poland,0,1,FIFA World Cup,Stuttgart,Germany,True,June,1974,-1,1,1970,Poland,True,False,Sweden 0 - 1 Poland
1974-06-30,Argentina,Brazil,1,2,FIFA World Cup,Hanover,Germany,True,June,1974,-1,3,1970,Brazil,True,False,Argentina 1 - 2 Brazil
1974-06-30,German DR,Netherlands,0,2,FIFA World Cup,Gelsenkirchen,Germany,True,June,1974,-2,2,1970,Netherlands,True,False,German DR 0 - 2 Netherlands
1974-06-30,Germany,Sweden,4,2,FIFA World Cup,Düsseldorf,Germany,False,June,1974,2,6,1970,Germany,True,False,Germany 4 - 2 Sweden
1974-06-30,Poland,Yugoslavia,2,1,FIFA World Cup,Frankfurt am Main,Germany,True,June,1974,1,3,1970,Poland,True,False,Poland 2 - 1 Yugoslavia
1974-07-03,Argentina,German DR,1,1,FIFA World Cup,Gelsenkirchen,Germany,True,July,1974,0,2,1970,Draw,True,False,Argentina 1 - 1 German DR
1974-07-03,Germany,Poland,1,0,FIFA World Cup,Frankfurt am Main,Germany,False,July,1974,1,1,1970,Germany,True,False,Germany 1 - 0 Poland
1974-07-03,Netherlands,Brazil,2,0,FIFA World Cup,Dortmund,Germany,True,July,1974,2,2,1970,Netherlands,True,False,Netherlands 2 - 0 Brazil
1974-07-03,Sweden,Yugoslavia,2,1,FIFA World Cup,Düsseldorf,Germany,True,July,1974,1,3,1970,Sweden,True,False,Sweden 2 - 1 Yugoslavia
1974-07-06,Brazil,Poland,0,1,FIFA World Cup,Munich,Germany,True,July,1974,-1,1,1970,Poland,True,False,Brazil 0 - 1 Poland
1974-07-07,Germany,Netherlands,2,1,FIFA World Cup,Munich,Germany,False,July,1974,1,3,1970,Germany,True,False,Germany 2 - 1 Netherlands
1978-06-01,Germany,Poland,0,0,FIFA World Cup,Buenos Aires,Argentina,True,June,1978,0,0,1970,Draw,True,False,Germany 0 - 0 Poland
1978-06-02,Argentina,Hungary,2,1,FIFA World Cup,Buenos Aires,Argentina,False,June,1978,1,3,1970,Argentina,True,False,Argentina 2 - 1 Hungary
1978-06-02,France,Italy,1,2,FIFA World Cup,Mar del Plata,Argentina,True,June,1978,-1,3,1970,Italy,True,False,France 1 - 2 Italy
1978-06-02,Mexico,Tunisia,1,3,FIFA World Cup,Rosario,Argentina,True,June,1978,-2,4,1970,Tunisia,True,False,Mexico 1 - 3 Tunisia
1978-06-03,Austria,Spain,2,1,FIFA World Cup,Buenos Aires,Argentina,True,June,1978,1,3,1970,Austria,True,False,Austria 2 - 1 Spain
1978-06-03,Brazil,Sweden,1,1,FIFA World Cup,Mar del Plata,Argentina,True,June,1978,0,2,1970,Draw,True,False,Brazil 1 - 1 Sweden
1978-06-03,Iran,Netherlands,0,3,FIFA World Cup,Mendoza,Argentina,True,June,1978,-3,3,1970,Netherlands,True,False,Iran 0 - 3 Netherlands
1978-06-03,Peru,Scotland,3,1,FIFA World Cup,Córdoba,Argentina,True,June,1978,2,4,1970,Peru,True,False,Peru 3 - 1 Scotland
1978-06-06,Argentina,France,2,1,FIFA World Cup,Buenos Aires,Argentina,False,June,1978,1,3,1970,Argentina,True,False,Argentina 2 - 1 France
1978-06-06,Germany,Mexico,6,0,FIFA World Cup,Córdoba,Argentina,True,June,1978,6,6,1970,Germany,True,True,Germany 6 - 0 Mexico
1978-06-06,Hungary,Italy,1,3,FIFA World Cup,Mar del Plata,Argentina,True,June,1978,-2,4,1970,Italy,True,False,Hungary 1 - 3 Italy
1978-06-06,Poland,Tunisia,1,0,FIFA World Cup,Rosario,Argentina,True,June,1978,1,1,1970,Poland,True,False,Poland 1 - 0 Tunisia
1978-06-07,Austria,Sweden,1,0,FIFA World Cup,Buenos Aires,Argentina,True,June,1978,1,1,1970,Austria,True,False,Austria 1 - 0 Sweden
1978-06-07,Brazil,Spain,0,0,FIFA World Cup,Mar del Plata,Argentina,True,June,1978,0,0,1970,Draw,True,False,Brazil 0 - 0 Spain
1978-06-07,Iran,Scotland,1,1,FIFA World Cup,Córdoba,Argentina,True,June,1978,0,2,1970,Draw,True,False,Iran 1 - 1 Scotland
1978-06-07,Netherlands,Peru,0,0,FIFA World Cup,Mendoza,Argentina,True,June,1978,0,0,1970,Draw,True,False,Netherlands 0 - 0 Peru
1978-06-10,Argentina,Italy,0,1,FIFA World Cup,Buenos Aires,Argentina,False,June,1978,-1,1,1970,Italy,True,False,Argentina 0 - 1 Italy
1978-06-10,France,Hungary,3,1,FIFA World Cup,Mar del Plata,Argentina,True,June,1978,2,4,1970,France,True,False,France 3 - 1 Hungary
1978-06-10,Germany,Tunisia,0,0,FIFA World Cup,Córdoba,Argentina,True,June,1978,0,0,1970,Draw,True,False,Germany 0 - 0 Tunisia
1978-06-10,Mexico,Poland,1,3,FIFA World Cup,Rosario,Argentina,True,June,1978,-2,4,1970,Poland,True,False,Mexico 1 - 3 Poland
1978-06-11,Austria,Brazil,0,1,FIFA World Cup,Mar del Plata,Argentina,True,June,1978,-1,1,1970,Brazil,True,False,Austria 0 - 1 Brazil
1978-06-11,Iran,Peru,1,4,FIFA World Cup,Córdoba,Argentina,True,June,1978,-3,5,1970,Peru,True,False,Iran 1 - 4 Peru
1978-06-11,Netherlands,Scotland,2,3,FIFA World Cup,Mendoza,Argentina,True,June,1978,-1,5,1970,Scotland,True,False,Netherlands 2 - 3 Scotland
1978-06-11,Spain,Sweden,1,0,FIFA World Cup,Buenos Aires,Argentina,True,June,1978,1,1,1970,Spain,True,False,Spain 1 - 0 Sweden
1978-06-14,Argentina,Poland,2,0,FIFA World Cup,Rosario,Argentina,False,June,1978,2,2,1970,Argentina,True,False,Argentina 2 - 0 Poland
1978-06-14,Austria,Netherlands,1,5,FIFA World Cup,Córdoba,Argentina,True,June,1978,-4,6,1970,Netherlands,True,True,Austria 1 - 5 Netherlands
1978-06-14,Brazil,Peru,3,0,FIFA World Cup,Mendoza,Argentina,True,June,1978,3,3,1970,Brazil,True,False,Brazil 3 - 0 Peru
1978-06-14,Germany,Italy,0,0,FIFA World Cup,Buenos Aires,Argentina,True,June,1978,0,0,1970,Draw,True,False,Germany 0 - 0 Italy
1978-06-18,Argentina,Brazil,0,0,FIFA World Cup,Rosario,Argentina,False,June,1978,0,0,1970,Draw,True,False,Argentina 0 - 0 Brazil
1978-06-18,Austria,Italy,0,1,FIFA World Cup,Buenos Aires,Argentina,True,June,1978,-1,1,1970,Italy,True,False,Austria 0 - 1 Italy
1978-06-18,Germany,Netherlands,2,2,FIFA World Cup,Córdoba,Argentina,True,June,1978,0,4,1970,Draw,True,False,Germany 2 - 2 Netherlands
1978-06-18,Peru,Poland,0,1,FIFA World Cup,Mendoza,Argentina,True,June,1978,-1,1,1970,Poland,True,False,Peru 0 - 1 Poland
1978-06-21,Argentina,Peru,6,0,FIFA World Cup,Rosario,Argentina,False,June,1978,6,6,1970,Argentina,True,True,Argentina 6 - 0 Peru
1978-06-21,Austria,Germany,3,2,FIFA World Cup,Córdoba,Argentina,True,June,1978,1,5,1970,Austria,True,False,Austria 3 - 2 Germany
1978-06-21,Brazil,Poland,3,1,FIFA World Cup,Mendoza,Argentina,True,June,1978,2,4,1970,Brazil,True,False,Brazil 3 - 1 Poland
1978-06-21,Italy,Netherlands,1,2,FIFA World Cup,Buenos Aires,Argentina,True,June,1978,-1,3,1970,Netherlands,True,False,Italy 1 - 2 Netherlands
1978-06-24,Brazil,Italy,2,1,FIFA World Cup,Buenos Aires,Argentina,True,June,1978,1,3,1970,Brazil,True,False,Brazil 2 - 1 Italy
1978-06-25,Argentina,Netherlands,3,1,FIFA World Cup,Buenos Aires,Argentina,False,June,1978,2,4,1970,Argentina,True,False,Argentina 3 - 1 Netherlands
1982-06-13,Argentina,Belgium,0,1,FIFA World Cup,Barcelona,Spain,True,June,1982,-1,1,1980,Belgium,True,False,Argentina 0 - 1 Belgium
1982-06-14,Brazil,Russia,2,1,FIFA World Cup,Seville,Spain,True,June,1982,1,3,1980,Brazil,True,False,Brazil 2 - 1 Russia
1982-06-14,Italy,Poland,0,0,FIFA World Cup,Vigo,Spain,True,June,1982,0,0,1980,Draw,True,False,Italy 0 - 0 Poland
1982-06-15,Hungary,El Salvador,10,1,FIFA World Cup,Elche,Spain,True,June,1982,9,11,1980,Hungary,True,True,Hungary 10 - 1 El Salvador
1982-06-15,Peru,Cameroon,0,0,FIFA World Cup,La Coruña,Spain,True,June,1982,0,0,1980,Draw,True,False,Peru 0 - 0 Cameroon
1982-06-15,Scotland,New Zealand,5,2,FIFA World Cup,Málaga,Spain,True,June,1982,3,7,1980,Scotland,True,False,Scotland 5 - 2 New Zealand
1982-06-16,England,France,3,1,FIFA World Cup,Bilbao,Spain,True,June,1982,2,4,1980,England,True,False,England 3 - 1 France
1982-06-16,Germany,Algeria,1,2,FIFA World Cup,Gijón,Spain,True,June,1982,-1,3,1980,Algeria,True,False,Germany 1 - 2 Algeria
1982-06-16,Spain,Honduras,1,1,FIFA World Cup,Valencia,Spain,False,June,1982,0,2,1980,Draw,True,False,Spain 1 - 1 Honduras
1982-06-17,Chile,Austria,0,1,FIFA World Cup,Oviedo,Spain,True,June,1982,-1,1,1980,Austria,True,False,Chile 0 - 1 Austria
1982-06-17,Czechoslovakia,Kuwait,1,1,FIFA World Cup,Valladolid,Spain,True,June,1982,0,2,1980,Draw,True,False,Czechoslovakia 1 - 1 Kuwait
1982-06-17,Yugoslavia,Northern Ireland,0,0,FIFA World Cup,Zaragoza,Spain,True,June,1982,0,0,1980,Draw,True,False,Yugoslavia 0 - 0 Northern Ireland
1982-06-18,Argentina,Hungary,4,1,FIFA World Cup,Alicante,Spain,True,June,1982,3,5,1980,Argentina,True,False,Argentina 4 - 1 Hungary
1982-06-18,Brazil,Scotland,4,1,FIFA World Cup,Seville,Spain,True,June,1982,3,5,1980,Brazil,True,False,Brazil 4 - 1 Scotland
1982-06-18,Italy,Peru,1,1,FIFA World Cup,Vigo,Spain,True,June,1982,0,2,1980,Draw,True,False,Italy 1 - 1 Peru
1982-06-19,Belgium,El Salvador,1,0,FIFA World Cup,Elche,Spain,True,June,1982,1,1,1980,Belgium,True,False,Belgium 1 - 0 El Salvador
1982-06-19,Poland,Cameroon,0,0,FIFA World Cup,La Coruña,Spain,True,June,1982,0,0,1980,Draw,True,False,Poland 0 - 0 Cameroon
1982-06-19,Russia,New Zealand,3,0,FIFA World Cup,Málaga,Spain,True,June,1982,3,3,1980,Russia,True,False,Russia 3 - 0 New Zealand
1982-06-20,England,Czechoslovakia,2,0,FIFA World Cup,Bilbao,Spain,True,June,1982,2,2,1980,England,True,False,England 2 - 0 Czechoslovakia
1982-06-20,Germany,Chile,4,1,FIFA World Cup,Gijón,Spain,True,June,1982,3,5,1980,Germany,True,False,Germany 4 - 1 Chile
1982-06-20,Spain,Yugoslavia,2,1,FIFA World Cup,Valencia,Spain,False,June,1982,1,3,1980,Spain,True,False,Spain 2 - 1 Yugoslavia
1982-06-21,Algeria,Austria,0,2,FIFA World Cup,Oviedo,Spain,True,June,1982,-2,2,1980,Austria,True,False,Algeria 0 - 2 Austria
1982-06-21,France,Kuwait,4,1,FIFA World Cup,Valladolid,Spain,True,June,1982,3,5,1980,France,True,False,France 4 - 1 Kuwait
1982-06-21,Honduras,Northern Ireland,1,1,FIFA World Cup,Zaragoza,Spain,True,June,1982,0,2,1980,Draw,True,False,Honduras 1 - 1 Northern Ireland
1982-06-22,Belgium,Hungary,1,1,FIFA World Cup,Elche,Spain,True,June,1982,0,2,1980,Draw,True,False,Belgium 1 - 1 Hungary
1982-06-22,Poland,Peru,5,1,FIFA World Cup,La Coruña,Spain,True,June,1982,4,6,1980,Poland,True,True,Poland 5 - 1 Peru
1982-06-22,Russia,Scotland,2,2,FIFA World Cup,Málaga,Spain,True,June,1982,0,4,1980,Draw,True,False,Russia 2 - 2 Scotland
1982-06-23,Argentina,El Salvador,2,0,FIFA World Cup,Alicante,Spain,True,June,1982,2,2,1980,Argentina,True,False,Argentina 2 - 0 El Salvador
1982-06-23,Brazil,New Zealand,4,0,FIFA World Cup,Seville,Spain,True,June,1982,4,4,1980,Brazil,True,True,Brazil 4 - 0 New Zealand
1982-06-23,Italy,Cameroon,1,1,FIFA World Cup,Vigo,Spain,True,June,1982,0,2,1980,Draw,True,False,Italy 1 - 1 Cameroon
1982-06-24,Algeria,Chile,3,2,FIFA World Cup,Oviedo,Spain,True,June,1982,1,5,1980,Algeria,True,False,Algeria 3 - 2 Chile
1982-06-24,France,Czechoslovakia,1,1,FIFA World Cup,Valladolid,Spain,True,June,1982,0,2,1980,Draw,True,False,France 1 - 1 Czechoslovakia
1982-06-24,Honduras,Yugoslavia,0,1,FIFA World Cup,Zaragoza,Spain,True,June,1982,-1,1,1980,Yugoslavia,True,False,Honduras 0 - 1 Yugoslavia
1982-06-25,England,Kuwait,1,0,FIFA World Cup,Bilbao,Spain,True,June,1982,1,1,1980,England,True,False,England 1 - 0 Kuwait
1982-06-25,Germany,Austria,1,0,FIFA World Cup,Gijón,Spain,True,June,1982,1,1,1980,Germany,True,False,Germany 1 - 0 Austria
1982-06-25,Spain,Northern Ireland,0,1,FIFA World Cup,Valencia,Spain,False,June,1982,-1,1,1980,Northern Ireland,True,False,Spain 0 - 1 Northern Ireland
1982-06-28,Austria,France,0,1,FIFA World Cup,Madrid,Spain,True,June,1982,-1,1,1980,France,True,False,Austria 0 - 1 France
1982-06-28,Poland,Belgium,3,0,FIFA World Cup,Barcelona,Spain,True,June,1982,3,3,1980,Poland,True,False,Poland 3 - 0 Belgium
1982-06-29,Germany,England,0,0,FIFA World Cup,Madrid,Spain,True,June,1982,0,0,1980,Draw,True,False,Germany 0 - 0 England
1982-06-29,Italy,Argentina,2,1,FIFA World Cup,Barcelona,Spain,True,June,1982,1,3,1980,Italy,True,False,Italy 2 - 1 Argentina
1982-07-01,Austria,Northern Ireland,2,2,FIFA World Cup,Madrid,Spain,True,July,1982,0,4,1980,Draw,True,False,Austria 2 - 2 Northern Ireland
1982-07-01,Belgium,Russia,0,1,FIFA World Cup,Barcelona,Spain,True,July,1982,-1,1,1980,Russia,True,False,Belgium 0 - 1 Russia
1982-07-02,Argentina,Brazil,1,3,FIFA World Cup,Barcelona,Spain,True,July,1982,-2,4,1980,Brazil,True,False,Argentina 1 - 3 Brazil
1982-07-02,Spain,Germany,1,2,FIFA World Cup,Madrid,Spain,False,July,1982,-1,3,1980,Germany,True,False,Spain 1 - 2 Germany
1982-07-04,France,Northern Ireland,4,1,FIFA World Cup,Madrid,Spain,True,July,1982,3,5,1980,France,True,False,France 4 - 1 Northern Ireland
1982-07-04,Poland,Russia,0,0,FIFA World Cup,Barcelona,Spain,True,July,1982,0,0,1980,Draw,True,False,Poland 0 - 0 Russia
1982-07-05,Italy,Brazil,3,2,FIFA World Cup,Barcelona,Spain,True,July,1982,1,5,1980,Italy,True,False,Italy 3 - 2 Brazil
1982-07-05,Spain,England,0,0,FIFA World Cup,Madrid,Spain,False,July,1982,0,0,1980,Draw,True,False,Spain 0 - 0 England
1982-07-08,Germany,France,3,3,FIFA World Cup,Seville,Spain,True,July,1982,0,6,1980,Draw,True,False,Germany 3 - 3 France
1982-07-08,Poland,Italy,0,2,FIFA World Cup,Barcelona,Spain,True,July,1982,-2,2,1980,Italy,True,False,Poland 0 - 2 Italy
1982-07-10,Poland,France,3,2,FIFA World Cup,Alicante,Spain,True,July,1982,1,5,1980,Poland,True,False,Poland 3 - 2 France
1982-07-11,Italy,Germany,3,1,FIFA World Cup,Madrid,Spain,True,July,1982,2,4,1980,Italy,True,False,Italy 3 - 1 Germany
1986-06-01,Canada,France,0,1,FIFA World Cup,León,Mexico,True,June,1986,-1,1,1980,France,True,False,Canada 0 - 1 France
1986-06-01,Spain,Brazil,0,1,FIFA World Cup,Guadalajara,Mexico,True,June,1986,-1,1,1980,Brazil,True,False,Spain 0 - 1 Brazil
1986-06-02,Argentina,South Korea,3,1,FIFA World Cup,Mexico City,Mexico,True,June,1986,2,4,1980,Argentina,True,False,Argentina 3 - 1 South Korea
1986-06-02,Morocco,Poland,0,0,FIFA World Cup,Monterrey,Mexico,True,June,1986,0,0,1980,Draw,True,False,Morocco 0 - 0 Poland
1986-06-02,Russia,Hungary,6,0,FIFA World Cup,Irapuato,Mexico,True,June,1986,6,6,1980,Russia,True,True,Russia 6 - 0 Hungary
1986-06-03,Algeria,Northern Ireland,1,1,FIFA World Cup,Guadalajara,Mexico,True,June,1986,0,2,1980,Draw,True,False,Algeria 1 - 1 Northern Ireland
1986-06-03,Mexico,Belgium,2,1,FIFA World Cup,Mexico City,Mexico,False,June,1986,1,3,1980,Mexico,True,False,Mexico 2 - 1 Belgium
1986-06-03,Portugal,England,1,0,FIFA World Cup,Monterrey,Mexico,True,June,1986,1,1,1980,Portugal,True,False,Portugal 1 - 0 England
1986-06-04,Paraguay,Iraq,1,0,FIFA World Cup,Toluca,Mexico,True,June,1986,1,1,1980,Paraguay,True,False,Paraguay 1 - 0 Iraq
1986-06-04,Scotland,Denmark,0,1,FIFA World Cup,Nezahualcóyotl,Mexico,True,June,1986,-1,1,1980,Denmark,True,False,Scotland 0 - 1 Denmark
1986-06-04,Uruguay,Germany,1,1,FIFA World Cup,Querétaro,Mexico,True,June,1986,0,2,1980,Draw,True,False,Uruguay 1 - 1 Germany
1986-06-05,France,Russia,1,1,FIFA World Cup,León,Mexico,True,June,1986,0,2,1980,Draw,True,False,France 1 - 1 Russia
1986-06-05,Italy,Argentina,1,1,FIFA World Cup,Puebla,Mexico,True,June,1986,0,2,1980,Draw,True,False,Italy 1 - 1 Argentina
1986-06-05,South Korea,Bulgaria,1,1,FIFA World Cup,Mexico City,Mexico,True,June,1986,0,2,1980,Draw,True,False,South Korea 1 - 1 Bulgaria
1986-06-06,Brazil,Algeria,1,0,FIFA World Cup,Guadalajara,Mexico,True,June,1986,1,1,1980,Brazil,True,False,Brazil 1 - 0 Algeria
