date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,Month,Year,goal_diff,total_goals,decade,winner,is_world_cup,blowout,match_result
2014-07-01,Belgium,United States,2,1,FIFA World Cup,Salvador,Brazil,True,July,2014,1,3,2010,Belgium,True,False,Belgium 2 - 1 United States
2014-07-04,Brazil,Colombia,2,1,FIFA World Cup,Fortaleza,Brazil,False,July,2014,1,3,2010,Brazil,True,False,Brazil 2 - 1 Colombia
2014-07-04,France,Germany,0,1,FIFA World Cup,Rio de Janeiro,Brazil,True,July,2014,-1,1,2010,Germany,True,False,France 0 - 1 Germany
2014-07-05,Argentina,Belgium,1,0,FIFA World Cup,Brasília,Brazil,True,July,2014,1,1,2010,Argentina,True,False,Argentina 1 - 0 Belgium
2014-07-05,Netherlands,Costa Rica,0,0,FIFA World Cup,Salvador,Brazil,True,July,2014,0,0,2010,Draw,True,False,Netherlands 0 - 0 Costa Rica
2014-07-08,Brazil,Germany,1,7,FIFA World Cup,Belo Horizonte,Brazil,False,July,2014,-6,8,2010,Germany,True,True,Brazil 1 - 7 Germany
2014-07-09,Netherlands,Argentina,0,0,FIFA World Cup,São Paulo,Brazil,True,July,2014,0,0,2010,Draw,True,False,Netherlands 0 - 0 Argentina
2014-07-12,Brazil,Netherlands,0,3,FIFA World Cup,Brasília,Brazil,False,July,2014,-3,3,2010,Netherlands,True,False,Brazil 0 - 3 Netherlands
2014-07-13,Germany,Argentina,1,0,FIFA World Cup,Rio de Janeiro,Brazil,True,July,2014,1,1,2010,Germany,True,False,Germany 1 - 0 Argentina
2018-06-14,Russia,Saudi Arabia,5,0,FIFA World Cup,Moscow,Russia,False,June,2018,5,5,2010,Russia,True,True,Russia 5 - 0 Saudi Arabia
2018-06-15,Egypt,Uruguay,0,1,FIFA World Cup,Ekaterinburg,Russia,True,June,2018,-1,1,2010,Uruguay,True,False,Egypt 0 - 1 Uruguay
2018-06-15,Morocco,Iran,0,1,FIFA World Cup,Saint Petersburg,Russia,True,June,2018,-1,1,2010,Iran,True,False,Morocco 0 - 1 Iran
2018-06-15,Portugal,Spain,3,3,FIFA World Cup,Sochi,Russia,True,June,2018,0,6,2010,Draw,True,False,Portugal 3 - 3 Spain
2018-06-16,France,Australia,2,1,FIFA World Cup,Kazan,Russia,True,June,2018,1,3,2010,France,True,False,France 2 - 1 Australia
2018-06-16,Argentina,Iceland,1,1,FIFA World Cup,Moscow,Russia,True,June,2018,0,2,2010,Draw,True,False,Argentina 1 - 1 Iceland
2018-06-16,Peru,Denmark,0,1,FIFA World Cup,Saransk,Russia,True,June,2018,-1,1,2010,Denmark,True,False,Peru 0 - 1 Denmark
2018-06-16,Croatia,Nigeria,2,0,FIFA World Cup,Kaliningrad,Russia,True,June,2018,2,2,2010,Croatia,True,False,Croatia 2 - 0 Nigeria
2018-06-17,Costa Rica,Serbia,0,1,FIFA World Cup,Samara,Russia,True,June,2018,-1,1,2010,Serbia,True,False,Costa Rica 0 - 1 Serbia
2018-06-17,Germany,Mexico,0,1,FIFA World Cup,Moscow,Russia,True,June,2018,-1,1,2010,Mexico,True,False,Germany 0 - 1 Mexico
2018-06-17,Brazil,Switzerland,1,1,FIFA World Cup,Rostov-on-Don,Russia,True,June,2018,0,2,2010,Draw,True,False,Brazil 1 - 1 Switzerland
2018-06-18,Sweden,South Korea,1,0,FIFA World Cup,Nizhny Novgorod,Russia,True,June,2018,1,1,2010,Sweden,True,False,Sweden 1 - 0 South Korea
2018-06-18,Belgium,Panama,3,0,FIFA World Cup,Sochi,Russia,True,June,2018,3,3,2010,Belgium,True,False,Belgium 3 - 0 Panama
2018-06-18,Tunisia,England,1,2,FIFA World Cup,Volgograd,Russia,True,June,2018,-1,3,2010,England,True,False,Tunisia 1 - 2 England
2018-06-19,Colombia,Japan,1,2,FIFA World Cup,Saransk,Russia,True,June,2018,-1,3,2010,Japan,True,False,Colombia 1 - 2 Japan
2018-06-19,Poland,Senegal,1,2,FIFA World Cup,Moscow,Russia,True,June,2018,-1,3,2010,Senegal,True,False,Poland 1 - 2 Senegal
2018-06-19,Russia,Egypt,3,1,FIFA World Cup,Saint Petersburg,Russia,False,June,2018,2,4,2010,Russia,True,False,Russia 3 - 1 Egypt
2018-06-20,Portugal,Morocco,1,0,FIFA World Cup,Moscow,Russia,True,June,2018,1,1,2010,Portugal,True,False,Portugal 1 - 0 Morocco
2018-06-20,Uruguay,Saudi Arabia,1,0,FIFA World Cup,Rostov-on-Don,Russia,True,June,2018,1,1,2010,Uruguay,True,False,Uruguay 1 - 0 Saudi Arabia
2018-06-20,Iran,Spain,0,1,FIFA World Cup,Kazan,Russia,True,June,2018,-1,1,2010,Spain,True,False,Iran 0 - 1 Spain
2018-06-21,Denmark,Australia,1,1,FIFA World Cup,Samara,Russia,True,June,2018,0,2,2010,Draw,True,False,Denmark 1 - 1 Australia
2018-06-21,France,Peru,1,0,FIFA World Cup,Ekaterinburg,Russia,True,June,2018,1,1,2010,France,True,False,France 1 - 0 Peru
2018-06-21,Argentina,Croatia,0,3,FIFA World Cup,Nizhny Novgorod,Russia,True,June,2018,-3,3,2010,Croatia,True,False,Argentina 0 - 3 Croatia
2018-06-22,Brazil,Costa Rica,2,0,FIFA World Cup,Saint Petersburg,Russia,True,June,2018,2,2,2010,Brazil,True,False,Brazil 2 - 0 Costa Rica
2018-06-22,Nigeria,Iceland,2,0,FIFA World Cup,Volgograd,Russia,True,June,2018,2,2,2010,Nigeria,True,False,Nigeria 2 - 0 Iceland
2018-06-22,Serbia,Switzerland,1,2,FIFA World Cup,Kaliningrad,Russia,True,June,2018,-1,3,2010,Switzerland,True,False,Serbia 1 - 2 Switzerland
2018-06-23,Belgium,Tunisia,5,2,FIFA World Cup,Moscow,Russia,True,June,2018,3,7,2010,Belgium,True,False,Belgium 5 - 2 Tunisia
2018-06-23,South Korea,Mexico,1,2,FIFA World Cup,Rostov-on-Don,Russia,True,June,2018,-1,3,2010,Mexico,True,False,South Korea 1 - 2 Mexico
2018-06-23,Germany,Sweden,2,1,FIFA World Cup,Sochi,Russia,True,June,2018,1,3,2010,Germany,True,False,Germany 2 - 1 Sweden
2018-06-24,England,Panama,6,1,FIFA World Cup,Nizhny Novgorod,Russia,True,June,2018,5,7,2010,England,True,True,England 6 - 1 Panama
2018-06-24,Japan,Senegal,2,2,FIFA World Cup,Ekaterinburg,Russia,True,June,2018,0,4,2010,Draw,True,False,Japan 2 - 2 Senegal
2018-06-24,Poland,Colombia,0,3,FIFA World Cup,Kazan,Russia,True,June,2018,-3,3,2010,Colombia,True,False,Poland 0 - 3 Colombia
2018-06-25,Russia,Uruguay,0,3,FIFA World Cup,Samara,Russia,False,June,2018,-3,3,2010,Uruguay,True,False,Russia 0 - 3 Uruguay
2018-06-25,Saudi Arabia,Egypt,2,1,FIFA World Cup,Volgograd,Russia,True,June,2018,1,3,2010,Saudi Arabia,True,False,Saudi Arabia 2 - 1 Egypt
2018-06-25,Spain,Morocco,2,2,FIFA World Cup,Kaliningrad,Russia,True,June,2018,0,4,2010,Draw,True,False,Spain 2 - 2 Morocco
2018-06-25,Iran,Portugal,1,1,FIFA World Cup,Saransk,Russia,True,June,2018,0,2,2010,Draw,True,False,Iran 1 - 1 Portugal
2018-06-26,Australia,Peru,0,2,FIFA World Cup,Sochi,Russia,True,June,2018,-2,2,2010,Peru,True,False,Australia 0 - 2 Peru
2018-06-26,Denmark,France,0,0,FIFA World Cup,Moscow,Russia,True,June,2018,0,0,2010,Draw,True,False,Denmark 0 - 0 France
2018-06-26,Nigeria,Argentina,1,2,FIFA World Cup,Saint Petersburg,Russia,True,June,2018,-1,3,2010,Argentina,True,False,Nigeria 1 - 2 Argentina
2018-06-26,Iceland,Croatia,1,2,FIFA World Cup,Rostov-on-Don,Russia,True,June,2018,-1,3,2010,Croatia,True,False,Iceland 1 - 2 Croatia
2018-06-27,South Korea,Germany,2,0,FIFA World Cup,Kazan,Russia,True,June,2018,2,2,2010,South Korea,True,False,South Korea 2 - 0 Germany
2018-06-27,Mexico,Sweden,0,3,FIFA World Cup,Ekaterinburg,Russia,True,June,2018,-3,3,2010,Sweden,True,False,Mexico 0 - 3 Sweden
2018-06-27,Serbia,Brazil,0,2,FIFA World Cup,Moscow,Russia,True,June,2018,-2,2,2010,Brazil,True,False,Serbia 0 - 2 Brazil
2018-06-27,Switzerland,Costa Rica,2,2,FIFA World Cup,Nizhny Novgorod,Russia,True,June,2018,0,4,2010,Draw,True,False,Switzerland 2 - 2 Costa Rica
2018-06-28,Japan,Poland,0,1,FIFA World Cup,Volgograd,Russia,True,June,2018,-1,1,2010,Poland,True,False,Japan 0 - 1 Poland
2018-06-28,Senegal,Colombia,0,1,FIFA World Cup,Samara,Russia,True,June,2018,-1,1,2010,Colombia,True,False,Senegal 0 - 1 Colombia
2018-06-28,Panama,Tunisia,1,2,FIFA World Cup,Saransk,Russia,True,June,2018,-1,3,2010,Tunisia,True,False,Panama 1 - 2 Tunisia
2018-06-28,England,Belgium,0,1,FIFA World Cup,Kaliningrad,Russia,True,June,2018,-1,1,2010,Belgium,True,False,England 0 - 1 Belgium
2018-06-30,France,Argentina,4,3,FIFA World Cup,Kazan,Russia,True,June,2018,1,7,2010,France,True,False,France 4 - 3 Argentina
2018-06-30,Uruguay,Portugal,2,1,FIFA World Cup,Sochi,Russia,True,June,2018,1,3,2010,Uruguay,True,False,Uruguay 2 - 1 Portugal
2018-07-01,Russia,Spain,1,1,FIFA World Cup,Moscow,Russia,False,July,2018,0,2,2010,Draw,True,False,Russia 1 - 1 Spain
2018-07-01,Croatia,Denmark,1,1,FIFA World Cup,Nizhny Novgorod,Russia,True,July,2018,0,2,2010,Draw,True,False,Croatia 1 - 1 Denmark
2018-07-02,Brazil,Mexico,2,0,FIFA World Cup,Samara,Russia,True,July,2018,2,2,2010,Brazil,True,False,Brazil 2 - 0 Mexico
2018-07-02,Belgium,Japan,3,2,FIFA World Cup,Rostov-on-Don,Russia,True,July,2018,1,5,2010,Belgium,True,False,Belgium 3 - 2 Japan
2018-07-03,Sweden,Switzerland,1,0,FIFA World Cup,Saint Petersburg,Russia,True,July,2018,1,1,2010,Sweden,True,False,Sweden 1 - 0 Switzerland
2018-07-03,Colombia,England,1,1,FIFA World Cup,Moscow,Russia,True,July,2018,0,2,2010,Draw,True,False,Colombia 1 - 1 England
2018-07-06,Uruguay,France,0,2,FIFA World Cup,Nizhny Novgorod,Russia,True,July,2018,-2,2,2010,France,True,False,Uruguay 0 - 2 France
2018-07-06,Brazil,Belgium,1,2,FIFA World Cup,Kazan,Russia,True,July,2018,-1,3,2010,Belgium,True,False,Brazil 1 - 2 Belgium
2018-07-07,Sweden,England,0,2,FIFA World Cup,Samara,Russia,True,July,2018,-2,2,2010,England,True,False,Sweden 0 - 2 England
2018-07-07,Russia,Croatia,2,2,FIFA World Cup,Sochi,Russia,False,July,2018,0,4,2010,Draw,True,False,Russia 2 - 2 Croatia
2018-07-10,France,Belgium,1,0,FIFA World Cup,Saint Petersburg,Russia,True,July,2018,1,1,2010,France,True,False,France 1 - 0 Belgium
2018-07-11,Croatia,England,2,1,FIFA World Cup,Moscow,Russia,True,July,2018,1,3,2010,Croatia,True,False,Croatia 2 - 1 England
2018-07-14,Belgium,England,2,0,FIFA World Cup,Saint Petersburg,Russia,True,July,2018,2,2,2010,Belgium,True,False,Belgium 2 - 0 England
2018-07-15,France,Croatia,4,2,FIFA World Cup,Moscow,Russia,True,July,2018,2,6,2010,France,True,False,France 4 - 2 Croatia
2022-11-20,Qatar,Ecuador,0,2,FIFA World Cup,Al Khor,Qatar,False,November,2022,-2,2,2020,Ecuador,True,False,Qatar 0 - 2 Ecuador
2022-11-21,Senegal,Netherlands,0,2,FIFA World Cup,Doha,Qatar,True,November,2022,-2,2,2020,Netherlands,True,False,Senegal 0 - 2 Netherlands
2022-11-21,England,Iran,6,2,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,4,8,2020,England,True,True,England 6 - 2 Iran
2022-11-21,United States,Wales,1,1,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,0,2,2020,Draw,True,False,United States 1 - 1 Wales
2022-11-22,Argentina,Saudi Arabia,1,2,FIFA World Cup,Lusail,Qatar,True,November,2022,-1,3,2020,Saudi Arabia,True,False,Argentina 1 - 2 Saudi Arabia
2022-11-22,Mexico,Poland,0,0,FIFA World Cup,Doha,Qatar,True,November,2022,0,0,2020,Draw,True,False,Mexico 0 - 0 Poland
2022-11-22,Denmark,Tunisia,0,0,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,0,0,2020,Draw,True,False,Denmark 0 - 0 Tunisia
2022-11-22,France,Australia,4,1,FIFA World Cup,Al Wakrah,Qatar,True,November,2022,3,5,2020,France,True,False,France 4 - 1 Australia
2022-11-23,Germany,Japan,1,2,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,-1,3,2020,Japan,True,False,Germany 1 - 2 Japan
2022-11-23,Spain,Costa Rica,7,0,FIFA World Cup,Doha,Qatar,True,November,2022,7,7,2020,Spain,True,True,Spain 7 - 0 Costa Rica
2022-11-23,Morocco,Croatia,0,0,FIFA World Cup,Al Khor,Qatar,True,November,2022,0,0,2020,Draw,True,False,Morocco 0 - 0 Croatia
2022-11-23,Belgium,Canada,1,0,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,1,1,2020,Belgium,True,False,Belgium 1 - 0 Canada
2022-11-24,Switzerland,Cameroon,1,0,FIFA World Cup,Al Wakrah,Qatar,True,November,2022,1,1,2020,Switzerland,True,False,Switzerland 1 - 0 Cameroon
2022-11-24,Brazil,Serbia,2,0,FIFA World Cup,Lusail,Qatar,True,November,2022,2,2,2020,Brazil,True,False,Brazil 2 - 0 Serbia
2022-11-24,Uruguay,South Korea,0,0,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,0,0,2020,Draw,True,False,Uruguay 0 - 0 South Korea
2022-11-24,Portugal,Ghana,3,2,FIFA World Cup,Doha,Qatar,True,November,2022,1,5,2020,Portugal,True,False,Portugal 3 - 2 Ghana
2022-11-25,Qatar,Senegal,1,3,FIFA World Cup,Doha,Qatar,False,November,2022,-2,4,2020,Senegal,True,False,Qatar 1 - 3 Senegal
2022-11-25,Netherlands,Ecuador,1,1,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,0,2,2020,Draw,True,False,Netherlands 1 - 1 Ecuador
2022-11-25,Wales,Iran,0,2,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,-2,2,2020,Iran,True,False,Wales 0 - 2 Iran
2022-11-25,England,United States,0,0,FIFA World Cup,Al Khor,Qatar,True,November,2022,0,0,2020,Draw,True,False,England 0 - 0 United States
2022-11-26,Poland,Saudi Arabia,2,0,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,2,2,2020,Poland,True,False,Poland 2 - 0 Saudi Arabia
2022-11-26,Argentina,Mexico,2,0,FIFA World Cup,Lusail,Qatar,True,November,2022,2,2,2020,Argentina,True,False,Argentina 2 - 0 Mexico
2022-11-26,Tunisia,Australia,0,1,FIFA World Cup,Al Wakrah,Qatar,True,November,2022,-1,1,2020,Australia,True,False,Tunisia 0 - 1 Australia
2022-11-26,France,Denmark,2,1,FIFA World Cup,Doha,Qatar,True,November,2022,1,3,2020,France,True,False,France 2 - 1 Denmark
2022-11-27,Japan,Costa Rica,0,1,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,-1,1,2020,Costa Rica,True,False,Japan 0 - 1 Costa Rica
2022-11-27,Spain,Germany,1,1,FIFA World Cup,Al Khor,Qatar,True,November,2022,0,2,2020,Draw,True,False,Spain 1 - 1 Germany
2022-11-27,Belgium,Morocco,0,2,FIFA World Cup,Doha,Qatar,True,November,2022,-2,2,2020,Morocco,True,False,Belgium 0 - 2 Morocco
2022-11-27,Croatia,Canada,4,1,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,3,5,2020,Croatia,True,False,Croatia 4 - 1 Canada
2022-11-28,Cameroon,Serbia,3,3,FIFA World Cup,Al Wakrah,Qatar,True,November,2022,0,6,2020,Draw,True,False,Cameroon 3 - 3 Serbia
2022-11-28,Brazil,Switzerland,1,0,FIFA World Cup,Doha,Qatar,True,November,2022,1,1,2020,Brazil,True,False,Brazil 1 - 0 Switzerland
2022-11-28,South Korea,Ghana,2,3,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,-1,5,2020,Ghana,True,False,South Korea 2 - 3 Ghana
2022-11-28,Portugal,Uruguay,2,0,FIFA World Cup,Lusail,Qatar,True,November,2022,2,2,2020,Portugal,True,False,Portugal 2 - 0 Uruguay
2022-11-29,Ecuador,Senegal,1,2,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,-1,3,2020,Senegal,True,False,Ecuador 1 - 2 Senegal
2022-11-29,Qatar,Netherlands,0,2,FIFA World Cup,Al Khor,Qatar,False,November,2022,-2,2,2020,Netherlands,True,False,Qatar 0 - 2 Netherlands
2022-11-29,Wales,England,0,3,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,-3,3,2020,England,True,False,Wales 0 - 3 England
2022-11-29,Iran,United States,0,1,FIFA World Cup,Doha,Qatar,True,November,2022,-1,1,2020,United States,True,False,Iran 0 - 1 United States
2022-11-30,Poland,Argentina,0,2,FIFA World Cup,Doha,Qatar,True,November,2022,-2,2,2020,Argentina,True,False,Poland 0 - 2 Argentina
2022-11-30,Saudi Arabia,Mexico,1,2,FIFA World Cup,Lusail,Qatar,True,November,2022,-1,3,2020,Mexico,True,False,Saudi Arabia 1 - 2 Mexico
2022-11-30,Australia,Denmark,1,0,FIFA World Cup,Al Wakrah,Qatar,True,November,2022,1,1,2020,Australia,True,False,Australia 1 - 0 Denmark
2022-11-30,Tunisia,France,1,0,FIFA World Cup,Al Rayyan,Qatar,True,November,2022,1,1,2020,Tunisia,True,False,Tunisia 1 - 0 France
2022-12-01,Japan,Spain,2,1,FIFA World Cup,Al Rayyan,Qatar,True,December,2022,1,3,2020,Japan,True,False,Japan 2 - 1 Spain
2022-12-01,Costa Rica,Germany,2,4,FIFA World Cup,Al Khor,Qatar,True,December,2022,-2,6,2020,Germany,True,False,Costa Rica 2 - 4 Germany
2022-12-01,Croatia,Belgium,0,0,FIFA World Cup,Al Rayyan,Qatar,True,December,2022,0,0,2020,Draw,True,False,Croatia 0 - 0 Belgium
2022-12-01,Canada,Morocco,1,2,FIFA World Cup,Doha,Qatar,True,December,2022,-1,3,2020,Morocco,True,False,Canada 1 - 2 Morocco
2022-12-02,Serbia,Switzerland,2,3,FIFA World Cup,Doha,Qatar,True,December,2022,-1,5,2020,Switzerland,True,False,Serbia 2 - 3 Switzerland
2022-12-02,Cameroon,Brazil,1,0,FIFA World Cup,Lusail,Qatar,True,December,2022,1,1,2020,Cameroon,True,False,Cameroon 1 - 0 Brazil
2022-12-02,Ghana,Uruguay,0,2,FIFA World Cup,Al Wakrah,Qatar,True,December,2022,-2,2,2020,Uruguay,True,False,Ghana 0 - 2 Uruguay
2022-12-02,South Korea,Portugal,2,1,FIFA World Cup,Al Rayyan,Qatar,True,December,2022,1,3,2020,South Korea,True,False,South Korea 2 - 1 Portugal
2022-12-03,Netherlands,United States,3,1,FIFA World Cup,Al Rayyan,Qatar,True,December,2022,2,4,2020,Netherlands,True,False,Netherlands 3 - 1 United States
2022-12-03,Argentina,Australia,2,1,FIFA World Cup,Al Rayyan,Qatar,True,December,2022,1,3,2020,Argentina,True,False,Argentina 2 - 1 Australia
2022-12-04,France,Poland,3,1,FIFA World Cup,Doha,Qatar,True,December,2022,2,4,2020,France,True,False,France 3 - 1 Poland
2022-12-04,England,Senegal,3,0,FIFA World Cup,Al Khor,Qatar,True,December,2022,3,3,2020,England,True,False,England 3 - 0 Senegal
2022-12-05,Japan,Croatia,1,1,FIFA World Cup,Al Wakrah,Qatar,True,December,2022,0,2,2020,Draw,True,False,Japan 1 - 1 Croatia
2022-12-05,Brazil,South Korea,4,1,FIFA World Cup,Doha,Qatar,True,December,2022,3,5,2020,Brazil,True,False,Brazil 4 - 1 South Korea
2022-12-06,Morocco,Spain,0,0,FIFA World Cup,Al Rayyan,Qatar,True,December,2022,0,0,2020,Draw,True,False,Morocco 0 - 0 Spain
2022-12-06,Portugal,Switzerland,6,1,FIFA World Cup,Lusail,Qatar,True,December,2022,5,7,2020,Portugal,True,True,Portugal 6 - 1 Switzerland
2022-12-09,Croatia,Brazil,1,1,FIFA World Cup,Al Rayyan,Qatar,True,December,2022,0,2,2020,Draw,True,False,Croatia 1 - 1 Brazil
2022-12-09,Netherlands,Argentina,2,2,FIFA World Cup,Lusail,Qatar,True,December,2022,0,4,2020,Draw,True,False,Netherlands 2 - 2 Argentina
2022-12-10,Morocco,Portugal,1,0,FIFA World Cup,Doha,Qatar,True,December,2022,1,1,2020,Morocco,True,False,Morocco 1 - 0 Portugal
2022-12-10,England,France,1,2,FIFA World Cup,Al Khor,Qatar,True,December,2022,-1,3,2020,France,True,False,England 1 - 2 France
2022-12-13,Argentina,Croatia,3,0,FIFA World Cup,Lusail,Qatar,True,December,2022,3,3,2020,Argentina,True,False,Argentina 3 - 0 Croatia
2022-12-14,France,Morocco,2,0,FIFA World Cup,Al Khor,Qatar,True,December,2022,2,2,2020,France,True,False,France 2 - 0 Morocco
2022-12-17,Croatia,Morocco,2,1,FIFA World Cup,Al Rayyan,Qatar,True,December,2022,1,3,2020,Croatia,True,False,Croatia 2 - 1 Morocco
2022-12-18,Argentina,France,3,3,FIFA World Cup,Lusail,Qatar,True,December,2022,0,6,2020,Draw,True,False,Argentina 3 - 3 France
